TSS_ID	A549	Bj	H1hesc	Hepg2	Hsmm	K562	Nhek	Sknshra	Ag04450	Gm12878	Helas3	Hmec	Huvec	Mcf7	Nhlf
ENST00000453032	0	0	0	0	NaN	0	0	0	0	0	0	NaN	69.58995	0	NaN
ENST00000288319	0	0	0	0	NaN	0	0	0	0	0	0	NaN	68.2661	0	NaN
ENST00000432278	4.17577	2.35147	3.81073	77.1387	NaN	2.92344	19.6084	2.40544	8.454275	1.50371	23.6292	NaN	10.12853	8.898185	NaN
ENST00000380900	21.8287	22.81415	13.87065	5.422535	NaN	34.01345	8.713965	8.00168	16.2107	6.544325	18.29935	NaN	7.40177	31.1331	NaN
ENST00000342449	0.772667	1.425835	2.28644	0.6442435	NaN	1.53011	0.8498765	0.9909655	1.88871	0.4028365	3.555105	NaN	1.49845	4.642245	NaN
ENST00000380800	0.9769105	1.608275	3.256375	1.36294	NaN	2.759155	1.4534115	1.529615	2.23014	1.343055	4.47512	NaN	2.10121	5.24245	NaN
ENST00000380783	0.728369	1.214615	3.878635	1.56658	NaN	3.262715	1.4001065	1.15406	1.71412	1.67467	3.33356	NaN	2.4865	4.38518	NaN
ENST00000341322	0.3469355	0.680768	2.098235	1.43739	NaN	2.280745	1.081276	0.921055	0.587414	1.419435	1.34551	NaN	1.350088	2.118145	NaN
ENST00000470108	0.0442981	0.0422444	0	0	NaN	0	0.264528	0	0	0	0.0559243	NaN	0	3.788495	NaN
ENST00000485550	3.156915	3.424025	32.23935	1.98747	NaN	8.341495	4.50045	3.215475	10.533675	4.07623	6.97059	NaN	12.318655	9.919675	NaN
ENST00000471260	4.12638	4.540695	32.3525	2.345115	NaN	10.023795	4.741815	4.188615	13.833	5.43153	8.055055	NaN	13.854265	11.054975	NaN
ENST00000482192	4.197725	4.58294	32.43575	2.345115	NaN	10.05229	4.822265	4.188615	14.05495	5.52096	8.22283	NaN	13.998845	11.091025	NaN
ENST00000479586	1.348543	0.87666	18.6032	1.646838	NaN	23.39155	7.5901	3.26071	5.563725	8.10185	5.41488	NaN	12.6685	23.6804	NaN
ENST00000380748	14.69321	11.198855	59.6518	9.36216	NaN	59.1131	25.79445	19.3847	20.6643	30.05	42.59005	NaN	49.6418	55.69065	NaN
ENST00000491183	16.40085	11.910255	65.27165	9.824165	NaN	57.36105	24.80185	20.3263	19.2737	29.536	44.91815	NaN	49.90625	50.4749	NaN
ENST00000380749	0.23129	0.358142	2.534295	0.104372	NaN	0.9564895	0.3469745	0.20147915	0.5005165	0.815177	1.13276	NaN	0.793826	1.693632	NaN
ENST00000541890	8.176705	11.11472	6.58055	49.18595	NaN	9.901815	3.78758	11.1253	8.43853	4.95038	9.820165	NaN	16.7018	39.0673	NaN
ENST00000398753	1.1984005	6.502255	1.122145	6.548805	NaN	1.935765	2.10601	2.53701	3.85417	0.30035425	0.6908415	NaN	3.36906	1.695902	NaN
ENST00000442773	0.4355315	2.58288	0.5029605	0.761523	NaN	0.2249565	0.716118	1.52549	1.57054	0.053819	0.0811487	NaN	0.340687	0.440843	NaN
ENST00000380708	2.239205	1.630333	2.175385	5.634975	NaN	7.31429	2.044735	3.59103	1.800215	1.531425	3.5772	NaN	1.0370805	39.72465	NaN
ENST00000466787	2.283505	1.672578	2.345095	5.71453	NaN	7.63412	2.09804	3.59103	1.800215	1.531425	3.71975	NaN	1.0370805	39.8631	NaN
ENST00000438404	1.547685	0.6048815	0.24377485	0.049634	NaN	1.77719	0.592322	3.97616	0.245982	0.394135	1.591105	NaN	0.507865	1.71106	NaN
ENST00000466954	2.08161	0.9832065	0.33017	0.049634	NaN	2.407475	0.8628285	4.928745	0.325125	0.474863	2.144875	NaN	0.726607	2.84633	NaN
ENST00000484878	2.08161	1.123398	0.359996	0.024817	NaN	2.477205	0.8628285	5.17546	0.3569415	0.474863	2.144875	NaN	0.7020915	3.133635	NaN
ENST00000418018	2.12591	1.123398	0.359996	0.024817	NaN	2.477205	0.8889825	5.17546	0.396513	0.474863	2.206275	NaN	0.7020915	3.184815	NaN
ENST00000459939	2.12591	1.123398	0.359996	0.024817	NaN	2.477205	0.8889825	5.17546	0.396513	0.474863	2.206275	NaN	0.7020915	3.184815	NaN
ENST00000426783	2.12591	1.123398	0.359996	0.024817	NaN	2.44871	0.8889825	5.17546	0.396513	0.474863	2.206275	NaN	0.7020915	3.159225	NaN
ENST00000490184	2.170205	1.123398	0.359996	0.024817	NaN	2.44871	0.8889825	5.17546	0.396513	0.474863	2.206275	NaN	0.7020915	3.195285	NaN
ENST00000288350	2.170205	1.123398	0.359996	0.024817	NaN	2.44871	0.8889825	5.17546	0.396513	0.474863	2.206275	NaN	0.7020915	3.195285	NaN
ENST00000448288	2.170205	1.123398	0.359996	0.024817	NaN	2.44871	0.8889825	5.17546	0.396513	0.474863	2.206275	NaN	0.7020915	3.195285	NaN
ENST00000456017	2.170205	1.123398	0.359996	0.024817	NaN	2.44871	0.8889825	5.17546	0.396513	0.474863	2.206275	NaN	0.7020915	3.195285	NaN
ENST00000434281	0.8365635	0.687497	0.1697085	0	NaN	0.937711	0.350959	2.41914	0.2537365	0.223977	0.847664	NaN	0.4123345	1.920425	NaN
ENST00000380637	1.85777	1.657245	1.286685	0.49364	NaN	2.394735	0.8296975	4.709445	1.86465	0.8013225	0.4583445	NaN	0.5549975	3.23017	NaN
ENST00000380634	1.90207	1.69949	1.343255	0.49364	NaN	2.45173	0.8296975	4.799905	1.928285	0.832583	0.4583445	NaN	0.5549975	3.35347	NaN
ENST00000458295	1.90207	1.741735	1.37308	0.5449755	NaN	2.584825	0.8296975	4.89037	1.928285	0.832583	0.4583445	NaN	0.579513	3.52795	NaN
ENST00000329618	0	0.0422444	12.0514	0	NaN	0	0	0.2850895	0	0	0	NaN	0	0.06164915	NaN
ENST00000468717	0	0	1.005922	0	NaN	0	0	0	0	0	0	NaN	0	29.6041	NaN
ENST00000455354	0	0	0	0	NaN	0	0	0	0	0	0	NaN	0	3.807125	NaN
ENST00000347667	0.159943	0.1334623	0.166626	0	NaN	0	1.1918715	0.104165	0.5951685	0	1.300535	NaN	3.078675	0.230306	NaN
ENST00000544566	0.3912335	0.6030085	0.949351	0	NaN	0	11.922965	0.2467105	1.0235	0	3.03771	NaN	9.25385	4.078075	NaN
ENST00000465326	0	0	0	0	NaN	0.03486635	0	0	0	0.4922665	8.388075	NaN	0	0	NaN
ENST00000463674	0	0	0	0	NaN	0	0	0	0	0	8.58262	NaN	0	0	NaN
ENST00000398652	0	0	0.8423775	7.123	NaN	0.02849695	0	0	0	0	0	NaN	0	0	NaN
ENST00000398646	0	0	0	22.92645	NaN	0	0	0	0	0	0	NaN	0	0.0872386	NaN
ENST00000330714	0	0.2179508	0	0.359347	NaN	0	0.318828	0.0520825	0	5.32905	0.050449	NaN	0	0	NaN
ENST00000436410	0	1.0168545	0	0.591207	NaN	0	2.166285	0.0520825	0.13502195	26.4596	0.050449	NaN	0.0238826	0	NaN
ENST00000435611	0	1.0168545	0	0.591207	NaN	0	2.166285	0.0520825	0.13502195	26.21825	0.050449	NaN	0.0238826	0	NaN
ENST00000494252	0	1.0168545	0	0.56639	NaN	0	2.139135	0	0.13502195	25.3952	0.0252246	NaN	0.0238826	0	NaN
ENST00000543692	0	0	0.7415675	11.648	NaN	0	0	0	0	7.25896	0	NaN	0	0	NaN
ENST00000418103	0	0	0.02982585	1.313305	NaN	0	0	0	0	2.461335	0	NaN	0	0	NaN
ENST00000490220	0.1156451	0.0422444	0.577027	0.3559445	NaN	0	0.295663	0.04523115	0.0636335	2.068805	0.835541	NaN	0.1690775	0.702559	NaN
ENST00000398598	0.2214905	1.14359	3.28003	1.48022	NaN	0	71.485	0.674345	0.1427765	168.607	0	NaN	2.365185	0.02558955	NaN
ENST00000455164	0.1771925	1.150313	2.678345	1.246655	NaN	0	75.13185	0.674345	0.1427765	176.1765	0	NaN	2.31425	0.02558955	NaN
ENST00000424365	0.1771925	1.150313	2.678345	1.2449565	NaN	0	75.31595	0.674345	0.1427765	176.808	0	NaN	2.363285	0.02558955	NaN
ENST00000417963	0.1328945	2.31409	3.053755	1.06273	NaN	0	135.6615	0.719576	0.1427765	307.6185	0	NaN	4.150225	0.102358	NaN
ENST00000441677	0.1328945	2.13838	2.357425	0.657151	NaN	0	124.766	0.5386515	0.1427765	297.796	0	NaN	3.8127	0.102358	NaN
ENST00000398585	0	0	4.788915	0.228457	NaN	0	0	0	0	0	0	NaN	0	3.491855	NaN
ENST00000424093	0	0	4.928795	0.228457	NaN	0	0	0	0	0	0	NaN	0	3.676805	NaN
ENST00000463138	0	0	6.374945	0.6639565	NaN	0	0	0	0	0	0	NaN	0	6.847635	NaN
ENST00000497881	0	0	2.20521	0.4851335	NaN	0	0	0	0	0	0	NaN	0	3.93039	NaN
ENST00000332149	0	0	2.20521	0.4851335	NaN	0	0	0	0	0	0	NaN	0	3.93039	NaN
ENST00000352483	0.693871	0.1824355	1.955275	4.30536	NaN	0	8.39241	0.504394	0	0	0.7631905	NaN	0	4.136245	NaN
ENST00000329623	0	0.0912177	0.053487	0.637438	NaN	0	0.1317661	0.20147915	0.0713883	14.67695	0	NaN	0.4104355	0	NaN
ENST00000465968	31.8036	29.57025	29.68145	10.39797	NaN	45.6176	25.9571	28.17865	33.50405	43.42035	67.18525	NaN	17.26205	23.2255	NaN
ENST00000398505	31.8036	29.52125	29.73805	10.39797	NaN	45.61125	25.82735	28.17865	33.4722	44.00635	67.2214	NaN	17.28595	23.36975	NaN
ENST00000398497	31.73225	29.479	29.7113	10.39797	NaN	45.6397	25.27215	28.1334	33.36905	43.9213	67.1907	NaN	17.26145	23.33365	NaN
ENST00000398511	31.73225	29.479	29.7113	10.39797	NaN	45.6048	24.98245	28.08815	33.1789	44.0333	67.1655	NaN	17.26205	23.32315	NaN
ENST00000398457	0.1869921	0.0912177	0	0	NaN	0.0633633	0	0.0904625	0.03181685	0.1206904	3.4778685	NaN	0.0477652	0	NaN
ENST00000489676	0	0	3.052755	2.65653	NaN	0	0	0	0	0.08507925	0.0252246	NaN	0	1.877375	NaN
ENST00000291525	0.071347	0	0	15.18065	NaN	0.02849695	0	0	0	0	0	NaN	2.663805	5.511155	NaN
ENST00000518498	0.071347	0	0	9.365125	NaN	0	0	0	0	0	0	NaN	1.57453	3.20224	NaN
ENST00000291527	0.2755885	0	0	0.099268	NaN	0.03486635	0	0	0	0	2.09012	NaN	0	16.59175	NaN
ENST00000474596	0	0	0.13680035	4.004155	NaN	0	0	0	0	0	0	NaN	0	0.051179	NaN
ENST00000398405	0	0	0	0	NaN	0	0	0	0	0	3.26453	NaN	0	0.051179	NaN
ENST00000433957	0.4084825	0	0	0	NaN	0	0.106608	0	0	0	163.727	NaN	0	0.4873725	NaN
ENST00000398397	0.2042415	0	0	0	NaN	0	0.106608	0	0	0	123.221	NaN	0	0.359425	NaN
ENST00000291535	0	0	0	0	NaN	4.530975	0	0	0	0	0	NaN	0	0	NaN
ENST00000450356	0	0	0	0	NaN	4.530975	0	0	0	0	0	NaN	0	0	NaN
ENST00000319294	0	0	0	0	NaN	4.524605	0	0	0	0	0	NaN	0	0	NaN
ENST00000398352	0.728369	0	0.33017	0	NaN	0.09186035	0.4304175	0.500272	0.03181685	0.08507925	0.167773	NaN	0	5.23556	NaN
ENST00000471277	2.177655	1.383595	7.230555	0.1274875	NaN	3.63417	3.37335	3.98987	0.0713883	21.75465	4.526545	NaN	4.85105	22.7615	NaN
ENST00000352133	0.48963	0.4560885	3.29336	0.1026705	NaN	1.6699035	2.181485	1.543315	0.0713883	8.03531	2.404745	NaN	2.82528	13.08596	NaN
ENST00000398343	2.487745	0.1824355	2.087905	0	NaN	0.47841	1.63225	2.33826	0	9.574615	2.811465	NaN	0.3871865	16.559315	NaN
ENST00000460905	0.4625805	0.0489733	7.46726	5.358585	NaN	0	0.0543	1.0814255	0	0.2552375	0.523068	NaN	0.0974296	1.180635	NaN
ENST00000472401	0.47003	0	24.22115	3.451675	NaN	0	0	4.0913	0	0.2552375	0.2039475	NaN	0.0238826	0.5792605	NaN
ENST00000335512	0.47003	0	24.22115	3.451675	NaN	0	0	4.0913	0	0.2552375	0.2039475	NaN	0.0238826	0.5792605	NaN
ENST00000539837	0.47003	0	24.27775	3.451675	NaN	0	0	4.0913	0	0.2552375	0.2039475	NaN	0.0238826	0.5792605	NaN
ENST00000490803	0.47003	0	24.30755	3.451675	NaN	0	0	4.0913	0	0.2552375	0.2039475	NaN	0.0238826	0.5792605	NaN
ENST00000497805	0.47003	0	25.7547	3.50471	NaN	0	0	4.33116	0	0.3715765	0.2039475	NaN	0.0238826	0.543201	NaN
ENST00000398224	0.4257315	0	24.1831	3.251435	NaN	0	0	3.980285	0	0.3715765	0.2039475	NaN	0.0238826	0.492022	NaN
ENST00000470658	16.8258	5.882045	30.60545	11.26965	NaN	32.7793	19.4201	6.103365	10.43682	20.147	48.9633	NaN	20.04365	24.82235	NaN
ENST00000479429	17.14565	6.10673	31.21845	11.6341	NaN	33.82465	19.6575	6.29799	10.50824	20.648	50.11245	NaN	20.47795	25.67965	NaN
ENST00000330317	17.1014	6.25365	31.78105	11.86765	NaN	34.89545	19.8184	6.395305	10.786005	20.8945	50.81425	NaN	20.8136	26.08095	NaN
ENST00000463902	17.0571	6.25365	31.78105	11.8925	NaN	34.84785	19.8184	6.395305	10.825575	20.92575	50.7331	NaN	20.76525	26.13795	NaN
ENST00000398208	16.9685	6.25365	31.6443	11.86765	NaN	34.7275	19.8184	6.48577	10.793775	20.92575	50.53465	NaN	20.76585	26.05075	NaN
ENST00000476326	16.9685	6.25365	31.5013	11.84115	NaN	34.5659	19.7651	6.48577	10.793775	20.86325	50.27145	NaN	20.6684	26.01465	NaN
ENST00000460259	1.510835	1.615	1.813305	3.240935	NaN	2.10038	1.25115	5.86763	1.277235	1.1764445	1.053764	NaN	0.5568965	5.918245	NaN
ENST00000354250	62.83535	112.79085	65.3891	38.57115	NaN	130.895	69.00485	85.4346	111.5825	36.8844	71.03325	NaN	29.4146	89.08	NaN
ENST00000340344	63.99925	114.8688	67.5347	39.6193	NaN	133.9905	70.1414	86.919	112.8985	37.605	71.3074	NaN	29.8237	91.92515	NaN
ENST00000460740	72.41195	123.425	80.7825	46.01815	NaN	143.83	76.79245	92.37285	119.799	39.4656	74.4225	NaN	31.9759	114.4129	NaN
ENST00000447535	0	0	2.448895	1.141285	NaN	0.085491	0	0	0	0	0.214898	NaN	0	0	NaN
ENST00000291547	0.9326105	2.29091	0.955518	0.364451	NaN	0.5987665	0.1880585	1.654335	4.0063	0.1970675	1.6613	NaN	0.339421	1.1457415	NaN
ENST00000432907	5.54627	12.136435	6.92822	3.710755	NaN	4.711015	7.99635	8.556765	14.7635	3.745415	7.65283	NaN	4.302385	14.74583	NaN
ENST00000398158	2.91818	29.15605	57.9621	25.19945	NaN	7.81416	1.612327	3.3964	10.295655	0	14.18425	NaN	5.035145	25.8947	NaN
ENST00000398168	3.265115	29.36725	55.76935	25.9096	NaN	7.70016	1.638482	3.3964	10.15286	0	14.36085	NaN	5.275235	25.69925	NaN
ENST00000465732	3.265115	28.70665	53.3255	25.65805	NaN	7.678045	1.638482	3.3964	10.01012	0	14.19305	NaN	5.202955	24.78615	NaN
ENST00000380276	194.058	147.9805	575.665	44.7679	NaN	622.7665	197.551	154.1875	221.3715	304.309	364.2325	NaN	383.6815	371.1485	NaN
ENST00000486519	188.8415	146.4165	569.2205	43.3639	NaN	614.6555	195.5065	151.7055	219.126	301.9765	359.72	NaN	379.4865	366.2085	NaN
ENST00000398137	177.1655	138.4775	526.3195	41.8272	NaN	575.8765	190.002	137.3305	206.779	293.2825	341.158	NaN	368.8665	348.082	NaN
ENST00000291552	123.8025	102.15465	373.723	38.81815	NaN	450.397	156.563	96.3653	162.0115	243.6605	276.631	NaN	323.635	283.7915	NaN
ENST00000398132	0	0	0	4.102425	NaN	0	0	0	0	0	0	NaN	0	0	NaN
ENST00000270162	123.182	2.76046	1.88429	7.51708	NaN	0.776118	33.18625	0.72230615	5.62896	2.528205	82.5753	NaN	3.49716	10.611935	NaN
ENST00000448049	0.4084825	0	0	0	NaN	0	0.1629005	0	0	0	5.38379	NaN	0	0.2768355	NaN
ENST00000291560	0.994158	0.7095545	0.342499	0.6391395	NaN	0.2534535	0.2132165	0.49342	0.8085345	0.125041	1.694155	NaN	0.1690775	2.00766	NaN
ENST00000340648	17.8031	9.27133	55.4941	37.0633	NaN	24.6551	26.06	8.031815	10.776655	17.186	35.11615	NaN	30.28605	30.29155	NaN
ENST00000398081	27.24365	12.64185	10.457295	32.76525	NaN	11.574065	17.8372	5.83064	13.00065	19.1067	23.55275	NaN	8.505435	91.48285	NaN
ENST00000468090	27.24365	12.69085	10.590995	32.81485	NaN	11.700795	17.8905	5.83064	13.00065	19.1605	23.57795	NaN	8.553835	91.50835	NaN
ENST00000291565	27.47495	12.9712	11.16593	33.5003	NaN	12.217075	18.85295	5.927955	13.2148	19.8594	24.19095	NaN	9.05982	92.6158	NaN
ENST00000463355	34.40895	17.0319	21.6129	41.76425	NaN	17.5453	37.17635	7.050485	18.90045	28.8041	35.079	NaN	12.1089	116.89375	NaN
ENST00000398085	28.19355	15.1672	19.63705	33.61145	NaN	15.6102	32.9601	6.28568	16.8208	24.7271	30.51495	NaN	9.81473	93.14365	NaN
ENST00000476084	28.01635	15.06925	19.5208	33.37955	NaN	15.4486	32.24	6.2336	16.8208	24.4093	29.6004	NaN	9.717945	92.76945	NaN
ENST00000470029	3.34391	3.216545	6.221645	5.731545	NaN	2.15737	10.654555	0.9279055	4.239965	3.726075	4.72639	NaN	2.50152	13.840625	NaN
ENST00000327574	0.2485395	0.7297415	7.61222	1.152495	NaN	3.006905	0.265524	11.245935	1.44407	2.895435	0.0306997	NaN	0.2684062	0.02558955	NaN
ENST00000472777	0.2485395	0.687497	7.55565	1.202125	NaN	2.76619	0.2393705	11.012955	1.45183	2.806	0.0306997	NaN	0.2684062	0.02558955	NaN
ENST00000476313	0.2485395	0.7854435	7.24298	1.179015	NaN	2.598225	0.2132165	10.87042	1.38044	2.71657	0.0306997	NaN	0.2438907	0.02558955	NaN
ENST00000400399	3.30196	0.4003865	0.5245365	1.35273	NaN	0.6242445	0.5068865	0.49342	1.1499675	0.903806	0.8388645	NaN	0.1703437	1.990195	NaN
ENST00000490666	11.31405	0.0912177	0.3455815	0	NaN	0	0.08045395	0.771659	2.17962	0	0	NaN	0.071648	0.06164915	NaN
ENST00000498150	0.088596	0.0489733	0.1131385	2.378435	NaN	0.3104475	0.158916	0.142545	0	0.228328	0.299371	NaN	0.0490313	4.8480625	NaN
ENST00000291568	0.088596	0.1401909	0.309591	4.921385	NaN	0.4465625	1.4541525	0.0520825	0.5555975	0.080728	0.2577212	NaN	0.1432955	1.081752	NaN
ENST00000497547	6.19584	3.31075	20.71385	9.090755	NaN	29.051	20.1278	3.580055	3.547745	24.80345	28.49755	NaN	19.30485	19.2623	NaN
ENST00000291569	30.75065	21.0178	136.3745	83.6928	NaN	120.5715	82.3307	24.77265	25.90585	150.0885	120.43135	NaN	91.9718	127.1066	NaN
ENST00000400387	30.635	20.9554	137.6005	84.3054	NaN	120.43535	82.40915	24.6753	25.8981	150.997	119.81615	NaN	91.75815	127.0486	NaN
ENST00000291572	1.0776555	2.46475	0.9462705	3.992245	NaN	3.525225	3.988095	3.7363	3.89773	7.062695	2.782135	NaN	9.53917	5.230805	NaN
ENST00000448287	0	0	0.053487	16.7299	NaN	0	0	0	0	0.05816965	0	NaN	0	0	NaN
ENST00000291574	1.085106	1.55743	2.92829	1.54006	NaN	2.25829	3.05054	2.34238	1.698605	4.198525	3.93015	NaN	4.24702	2.999865	NaN
ENST00000291576	2.389345	1.90697	9.70229	3.300075	NaN	5.73657	8.74336	3.086635	2.015975	6.10233	6.91076	NaN	5.255785	4.380535	NaN
ENST00000456705	11.089795	8.73484	43.58975	12.928	NaN	26.69445	43.4894	15.5305	8.466585	28.1686	36.78215	NaN	24.09885	22.59245	NaN
ENST00000291577	4.370215	16.40985	38.13045	17.22825	NaN	33.66875	39.1125	17.9223	18.72105	28.89145	22.28565	NaN	30.08375	33.58435	NaN
ENST00000427803	5.64231	17.45545	46.27975	22.6528	NaN	41.0712	42.3421	22.04925	20.25285	34.83235	27.34855	NaN	34.7091	45.0126	NaN
ENST00000493883	7.78312	20.4148	58.3435	35.55695	NaN	56.6717	46.12275	29.0682	22.8081	41.79685	32.49575	NaN	41.4891	62.929	NaN
ENST00000348499	4.46116	6.263365	33.142	28.6172	NaN	34.72925	17.2571	16.3502	7.80858	20.55225	17.23485	NaN	19.6969	40.26915	NaN
ENST00000423967	0	0	0	0	NaN	0	0	0	0	2.92234	0	NaN	0	0	NaN
ENST00000400379	0.1328945	0.3715995	0.9411005	1.42208	NaN	0.529034	1.628265	0.04523115	0.03181685	4.49888	1.606555	NaN	0.652427	2.14842	NaN
ENST00000400377	0.4355315	0.505062	1.220865	1.549565	NaN	0.5923975	2.02954	0.09731365	0.03181685	5.156955	1.9816	NaN	0.9673325	2.452015	NaN
ENST00000349048	7.68433	21.29705	36.33685	82.4054	NaN	27.5393	53.15915	18.5774	21.24235	98.321	67.59665	NaN	102.98345	84.1208	NaN
ENST00000496824	7.755675	21.4238	37.39315	83.79825	NaN	28.25875	54.12065	18.67475	21.37735	100.3666	68.44765	NaN	104.4824	85.2991	NaN
ENST00000381188	7.61298	21.48625	37.3335	83.92065	NaN	28.05925	53.7002	18.2786	21.05225	99.7258	67.96625	NaN	104.1004	85.19095	NaN
ENST00000534847	7.497335	21.444	36.7174	83.8462	NaN	27.76795	52.71755	18.1292	20.91725	98.5526	67.021	NaN	102.96815	85.15485	NaN
ENST00000397956	3.208665	9.64815	8.64399	13.63375	NaN	6.174075	6.00443	9.749255	5.61721	19.05885	12.80805	NaN	8.382225	19.93925	NaN
ENST00000325223	3.208665	9.64815	8.64399	13.63375	NaN	6.174075	5.97728	9.749255	5.61721	19.05885	12.80805	NaN	8.382225	19.93925	NaN
ENST00000291592	0.1156451	0.0489733	1.184875	14.01615	NaN	0.02849695	1.095221	0.344024	0.0636335	0	0.3081702	NaN	1.111895	1.260882	NaN
ENST00000471776	0.1156451	0.0489733	1.271275	14.1171	NaN	0.02849695	1.095221	0.3961065	0.10320495	0	0.3333947	NaN	1.088015	1.260882	NaN
ENST00000354333	0.159943	0	0.1131385	0.462018	NaN	0.12035735	0	4.61625	0	0.03126025	0.0306997	NaN	0	0.0767685	NaN
ENST00000465978	0.159943	0	0.1131385	0.408981	NaN	0.12035735	0	4.61625	0	0	0.0306997	NaN	0	0.0767685	NaN
ENST00000496395	22.20465	17.98295	35.57295	7.490855	NaN	31.01555	15.80915	45.03705	18.5532	11.0313	18.07585	NaN	16.8908	21.649535	NaN
ENST00000490450	87.2584	95.1415	92.74275	17.1748	NaN	93.37005	57.05975	164.057	89.10915	53.25215	65.0265	NaN	61.40595	68.30005	NaN
ENST00000330942	98.9639	114.3875	103.85945	19.52265	NaN	110.354	67.51335	188.7815	105.52295	63.932	80.40035	NaN	69.73785	82.45235	NaN
ENST00000477954	101.702	119.685	107.0036	20.9104	NaN	115.3145	71.9657	195.7365	110.348	68.5282	85.41835	NaN	73.63615	86.20715	NaN
ENST00000497664	102.689	122.6965	107.53025	20.9206	NaN	116.319	72.8669	198.524	113.1625	69.4059	86.7781	NaN	74.3118	87.79055	NaN
ENST00000497630	101.3995	121.856	104.07015	20.30455	NaN	114.6525	71.9316	195.6715	112.4325	68.80245	85.76815	NaN	73.15345	86.49905	NaN
ENST00000397898	3.270215	5.059215	4.47107	7.894435	NaN	9.3731	6.282905	4.390095	8.759895	5.796825	5.70115	NaN	9.026595	27.5209	NaN
ENST00000411651	3.420355	5.648765	4.30445	7.926055	NaN	8.577885	6.789795	4.786205	10.01387	6.257825	6.55429	NaN	9.946185	28.80275	NaN
ENST00000332859	2.18511	4.30929	2.42324	4.19659	NaN	4.83071	5.2228	3.43066	7.42758	5.223825	5.441275	NaN	6.44647	21.641	NaN
ENST00000480234	93.09475	249.3395	202.2435	2126.565	NaN	187.3355	334.271	364.4375	295.981	75.42135	323.103	NaN	979.2575	419.48	NaN
ENST00000445724	94.5884	251.233	200.2555	2134.265	NaN	186.8475	337.62	365.394	298.1715	75.1218	321.508	NaN	963.5485	421.019	NaN
ENST00000397887	94.19715	245.327	195.358	2107.64	NaN	181.3125	333.7065	360.208	292.2605	73.4262	309.0255	NaN	900.0725	413.7055	NaN
ENST00000423073	19.7318	53.01385	51.71335	249.001	NaN	46.042	86.10825	68.11305	71.1582	24.1789	91.1656	NaN	224.787	106.47965	NaN
ENST00000522931	0	0	0	38.91215	NaN	0	0	0	0	0.452305	0.050449	NaN	0	0	NaN
ENST00000397854	0	0	0.02982585	0.024817	NaN	0.03486635	0	0	0	162.3405	0	NaN	0	0	NaN
ENST00000545414	0	0	0.0596515	0.099268	NaN	0.488129	0	0	0	233.6	0	NaN	0	0	NaN
ENST00000397846	0	0	0.3157555	0.3987733	NaN	1.9045805	0	0	0	372.846	0	NaN	0	0	NaN
ENST00000524251	0	0	0.342499	0.45181	NaN	1.9679425	0	0	0	376.2875	0	NaN	0	0	NaN
ENST00000521987	0	0	0.4854635	0.6289315	NaN	2.35449	0	0	0	359.1615	0	NaN	0	0	NaN
ENST00000522688	0	0	0.4556375	0.6289315	NaN	2.35449	0	0	0	347.506	0	NaN	0	0	NaN
ENST00000302347	0	0	0	0.0513353	NaN	0	0	0	0	3.21754	0	NaN	0	0	NaN
ENST00000441379	0	0	0	0	NaN	0	0	0	0	7.78329	0	NaN	0	0	NaN
ENST00000355153	0	0	0	0	NaN	0	0.4807325	2.26562	0	0.2682895	0	NaN	0.0967965	0.539723	NaN
ENST00000330551	0.585675	0	0.4998785	0.332829	NaN	0.6557605	1.64944	0.9073535	0.5237805	0.805674	1.858605	NaN	0.725974	2.999865	NaN
ENST00000380070	1.66098	0.4493595	1.52638	0.844481	NaN	1.542519	3.683215	3.18807	1.80877	1.083469	4.07035	NaN	2.367085	6.759295	NaN
ENST00000291634	27.80975	20.5509	90.4019	88.3264	NaN	85.8415	93.3019	19.91645	23.16885	132.7505	102.42415	NaN	87.99795	97.4551	NaN
ENST00000397826	27.99675	20.5509	90.63125	88.37945	NaN	85.87	93.46185	19.96855	23.33565	132.988	102.77075	NaN	88.09535	97.5782	NaN
ENST00000458015	28.04105	20.5509	90.73515	88.7867	NaN	85.99675	93.5675	19.96855	23.407	133.104	103.23765	NaN	88.3826	97.5527	NaN
ENST00000462214	0.5241275	0.2871109	2.682425	1.253465	NaN	7.70687	0.906169	0.187776	0.6114765	0.2370295	6.606495	NaN	0.6291775	1.612175	NaN
ENST00000327861	0.3912335	0.771986	2.679345	1.93543	NaN	2.286785	3.83715	0.9279055	1.6823	6.47036	12.8706	NaN	10.860505	3.80358	NaN
ENST00000539917	0.3912335	0.8564745	2.76266	2.011585	NaN	2.286785	4.021225	0.9279055	1.825075	6.671775	14.7337	NaN	11.465805	3.967585	NaN
ENST00000437626	0.3912335	0.807501	2.096155	1.91402	NaN	2.030315	3.863305	0.733279	1.825075	6.134395	14.5034	NaN	11.15782	3.78264	NaN
ENST00000468360	3.29726	15.65395	13.9101	23.9817	NaN	6.389975	11.051615	17.9963	19.32935	5.785705	5.704475	NaN	32.61165	8.82968	NaN
ENST00000493811	3.154565	13.5204	12.5596	23.72845	NaN	6.08892	10.277215	16.49815	17.0201	5.606845	5.04218	NaN	26.87235	7.05346	NaN
ENST00000476653	3.154565	13.5204	12.5596	23.72845	NaN	6.08892	10.277215	16.49815	17.0201	5.606845	5.04218	NaN	26.87235	7.05346	NaN
